id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz_database_timezone,type,source
4062,Maria Reiche Neuman Airport,Nazca,Peru,NZC,SPZA,-14.85400009,-74.96150208,1860,-5,U,America/Lima,airport,OurAirports
4063,Santa Rosa Airport,Santa Rosa,Brazil,SRA,SSZR,-27.9067,-54.520401,984,-3,S,America/Sao_Paulo,airport,OurAirports
4064,Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC,SVBS,10.24997807,-67.64942169,1338,-4,U,America/Caracas,airport,OurAirports
4065,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,VIG,SVVG,8.624139,-71.672668,250,-4,U,America/Caracas,airport,OurAirports
4066,Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,SWJI,-10.87080002,-61.8465004,598,-4,S,America/Boa_Vista,airport,OurAirports
4067,Codrington Airport,Codrington,Antigua and Barbuda,BBQ,TAPH,17.635799,-61.828602,15,-4,U,America/Antigua,airport,OurAirports
4068,La Désirade Airport,Grande Anse,Guadeloupe,DSD,TFFA,16.296902,-61.0844,10,-4,U,America/Guadeloupe,airport,OurAirports
4069,Baillif Airport,Basse Terre,Guadeloupe,BBR,TFFB,16.01329994,-61.74219894,59,-4,U,America/Guadeloupe,airport,OurAirports
4070,St-François Airport,St-François,Guadeloupe,SFC,TFFC,16.25779915,-61.26250076,10,-4,U,America/Guadeloupe,airport,OurAirports
4071,Les Bases Airport,Grand Bourg,Guadeloupe,GBJ,TFFM,15.86870003,-61.27000046,16,-4,U,America/Guadeloupe,airport,OurAirports
4072,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV,TKPN,17.20569992,-62.58990097,14,-4,U,America/St_Kitts,airport,OurAirports
4073,Virgin Gorda Airport,Spanish Town,Virgin Islands (British),VIJ,TUPW,18.44639969,-64.42749786,9,-4,U,America/Tortola,airport,OurAirports
4074,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,BQU,TVSB,12.98840046,-61.26200104,15,-4,U,America/St_Vincent,airport,OurAirports
4075,Union Island International Airport,Union Island,Saint Vincent and the Grenadines,UNI,TVSU,12.60013485,-61.41194534,16,-4,U,America/St_Vincent,airport,OurAirports
4076,Kokshetau Airport,Kokshetau,Kazakhstan,KOV,UACK,53.329102,69.594597,900,6,U,Asia/Qyzylorda,airport,OurAirports
4077,Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK,UACP,54.77470016,69.18389893,453,6,U,Asia/Qyzylorda,airport,OurAirports
4078,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,DZN,UAKD,47.708302,67.733299,1250,6,U,Asia/Qyzylorda,airport,OurAirports
4079,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,UASK,50.03659821,82.49420166,939,6,U,Asia/Qyzylorda,airport,OurAirports
4080,Kostanay West Airport,Kostanay,Kazakhstan,KSN,UAUU,53.20690155,63.5503006,595,6,U,Asia/Qyzylorda,airport,OurAirports
4081,Ganja Airport,Ganja,Azerbaijan,KVD,UBBG,40.73770142,46.31760025,1083,4,E,Asia/Baku,airport,OurAirports
4082,Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,UBBN,39.18880081,45.45840073,2863,4,E,Asia/Baku,airport,OurAirports
4083,Chulman Airport,Neryungri,Russia,NER,UELL,56.91389847,124.9140015,2812,9,N,Asia/Yakutsk,airport,OurAirports
4084,Polyarny Airport,Yakutia,Russia,PYJ,UERP,66.40039825,112.0299988,1660,9,N,Asia/Yakutsk,airport,OurAirports
4085,Chokurdakh Airport,Chokurdah,Russia,CKH,UESO,70.62310028,147.9019928,151,11,N,Asia/Srednekolymsk,airport,OurAirports
4086,Cherskiy Airport,Cherskiy,Russia,CYX,UESS,68.74060059,161.3379974,20,11,N,Asia/Srednekolymsk,airport,OurAirports
4087,Tiksi Airport,Tiksi,Russia,IKS,UEST,71.6977005,128.9029999,26,9,N,Asia/Yakutsk,airport,OurAirports
4088,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,KXK,UHKK,50.4090004,136.9340057,92,10,N,Asia/Vladivostok,airport,OurAirports
4089,Ugolny Airport,Anadyr,Russia,DYR,UHMA,64.734902,177.740997,194,12,N,Asia/Anadyr,airport,OurAirports
4090,Okhotsk Airport,Okhotsk,Russia,OHO,UHOO,59.4100647,143.0565033,0,10,N,Asia/Vladivostok,airport,OurAirports
4091,Ujae Atoll Airport,Ujae Atoll,Marshall Islands,UJE,UJAP,8.928059578,165.7619934,29,12,U,Pacific/Majuro,airport,OurAirports
4092,Mariupol International Airport,Mariupol International,Ukraine,MPW,UKCM,47.0760994,37.44960022,251,2,E,Europe/Kiev,airport,OurAirports
4093,Luhansk International Airport,Lugansk,Ukraine,VSG,UKCW,48.41740036,39.37409973,636,2,E,Europe/Kiev,airport,OurAirports
4094,Zaporizhzhia International Airport,Zaporozhye,Ukraine,OZH,UKDE,47.86700058,35.31570053,373,2,E,Europe/Kiev,airport,OurAirports
4095,Kryvyi Rih International Airport,Krivoy Rog,Ukraine,KWG,UKDR,48.04330063,33.20999908,408,2,E,Europe/Kiev,airport,OurAirports
4096,Kharkiv International Airport,Kharkov,Ukraine,HRK,UKHH,49.92480087,36.29000092,508,2,E,Europe/Kiev,airport,OurAirports
4097,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,IFO,UKLI,48.88420105,24.68610001,919,2,E,Europe/Kiev,airport,OurAirports
4098,Chernivtsi International Airport,Chernovtsk,Ukraine,CWC,UKLN,48.25930023,25.98080063,826,2,E,Europe/Kiev,airport,OurAirports
4099,Rivne International Airport,Rivne,Ukraine,RWN,UKLR,50.60710144,26.14159966,755,2,E,Europe/Kiev,airport,OurAirports
4100,Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ,UKLU,48.63430023,22.26339912,383,2,E,Europe/Kiev,airport,OurAirports
4101,Solovki Airport,Solovetsky Islands,Russia,CSH,ULAS,65.02999878,35.73333359,60,3,N,Europe/Moscow,airport,OurAirports
4102,Cherepovets Airport,Cherepovets,Russia,CEE,ULBC,59.27360153,38.01580048,377,3,N,Europe/Moscow,airport,OurAirports
4103,Amderma Airport,Amderma,Russia,AMV,ULDD,69.76329803,61.5564003,13,3,N,Europe/Moscow,airport,OurAirports
4104,Kotlas Airport,Kotlas,Russia,KSZ,ULKK,61.2358017,46.69749832,184,3,N,Europe/Moscow,airport,OurAirports
4105,Petrozavodsk Airport,Petrozavodsk,Russia,PES,ULPB,61.8852005,34.15470123,151,3,N,Europe/Moscow,airport,OurAirports
4106,Hrodna Airport,Hrodna,Belarus,GNA,UMMG,53.60200119,24.05380058,443,3,E,Europe/Minsk,airport,OurAirports
4107,Mogilev Airport,Mogilev,Belarus,MVQ,UMOO,53.95489883,30.0951004,637,3,E,Europe/Minsk,airport,OurAirports
4108,Yeniseysk Airport,Yeniseysk,Russia,EIE,UNII,58.4742012,92.11250305,253,7,N,Asia/Krasnoyarsk,airport,OurAirports
4109,Kyzyl Airport,Kyzyl,Russia,KYZ,UNKY,51.66939926,94.40059662,2123,7,N,Asia/Krasnoyarsk,airport,OurAirports
4110,Spichenkovo Airport,Novokuznetsk,Russia,NOZ,UNWW,53.811401,86.877197,1024,7,N,Asia/Krasnoyarsk,airport,OurAirports
4111,Khatanga Airport,Khatanga,Russia,HTG,UOHH,71.97810364,102.4909973,95,7,N,Asia/Krasnoyarsk,airport,OurAirports
4112,Igarka Airport,Igarka,Russia,IAA,UOII,67.43720245,86.62190247,82,7,N,Asia/Krasnoyarsk,airport,OurAirports
4113,Nalchik Airport,Nalchik,Russia,NAL,URMN,43.51290131,43.63660049,1461,3,N,Europe/Moscow,airport,OurAirports
4114,Beslan Airport,Beslan,Russia,OGZ,URMO,43.20510101,44.60660172,1673,3,N,Europe/Moscow,airport,OurAirports
4115,Elista Airport,Elista,Russia,ESL,URWI,46.37390137,44.33089828,501,3,N,Europe/Moscow,airport,OurAirports
4116,Aleknagik / New Airport,Aleknagik,United States,WKK,5A8,59.2826004,-158.6179962,66,-9,A,America/Anchorage,airport,OurAirports
4117,Mercer County Airport,Bluefield,United States,BLF,KBLF,37.29579926,-81.20770264,2857,-5,A,America/New_York,airport,OurAirports
4118,Mid Delta Regional Airport,Greenville,United States,GLH,KGLH,33.48289871,-90.98560333,131,-6,A,America/Chicago,airport,OurAirports
4119,Tri Cities Airport,Pasco,United States,PSC,KPSC,46.26470184,-119.1190033,410,-8,A,America/Los_Angeles,airport,OurAirports
4120,Akutan Seaplane Base,Akutan,United States,KQA,KQA,54.13377044,-165.7788956,0,-9,A,America/Anchorage,airport,OurAirports
4121,Lopez Island Airport,Lopez,United States,LPS,S31,48.48389816,-122.9380035,209,-8,A,America/Los_Angeles,airport,OurAirports
4122,Salekhard Airport,Salekhard,Russia,SLY,USDD,66.59079742,66.61100006,218,5,N,Asia/Yekaterinburg,airport,OurAirports
4123,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,HMA,USHH,61.0284996,69.08609772,76,5,N,Asia/Yekaterinburg,airport,OurAirports
4124,Nyagan Airport,Nyagan,Russia,NYA,USHN,62.110001,65.614998,361,5,N,Asia/Yekaterinburg,airport,OurAirports
4125,Sovetskiy Airport,Sovetskiy,Russia,OVS,USHS,61.32662201,63.60191345,351,5,N,Asia/Yekaterinburg,airport,OurAirports
4126,Izhevsk Airport,Izhevsk,Russia,IJK,USII,56.8280983,53.45750046,531,4,N,Europe/Samara,airport,OurAirports
4127,Pobedilovo Airport,Kirov,Russia,KVX,USKK,58.50329971,49.34830093,479,3,N,Europe/Moscow,airport,OurAirports
4128,Nadym Airport,Nadym,Russia,NYM,USMM,65.48090363,72.69889832,49,5,N,Asia/Yekaterinburg,airport,OurAirports
4129,Raduzhny Airport,Raduzhnyi,Russia,RAT,USNR,62.15859985,77.3289032,250,5,N,Asia/Yekaterinburg,airport,OurAirports
4130,Nefteyugansk Airport,Nefteyugansk,Russia,NFG,USRN,61.10829926,72.65000153,115,5,N,Asia/Yekaterinburg,airport,OurAirports
4131,Kurgan Airport,Kurgan,Russia,KRO,USUU,55.47529984,65.41560364,240,5,N,Asia/Yekaterinburg,airport,OurAirports
4132,Khudzhand Airport,Khudzhand,Tajikistan,LBD,UTDL,40.2154007,69.69470215,1450,5,U,Asia/Dushanbe,airport,OurAirports
4133,Andizhan Airport,Andizhan,Uzbekistan,AZN,UTKA,40.72769928,72.29399872,1515,5,U,Asia/Samarkand,airport,OurAirports
4134,Fergana International Airport,Fergana,Uzbekistan,FEG,UTKF,40.35879898,71.74500275,1980,5,U,Asia/Samarkand,airport,OurAirports
4135,Namangan Airport,Namangan,Uzbekistan,NMA,UTKN,40.98460007,71.55670166,1555,5,U,Asia/Samarkand,airport,OurAirports
4136,Nukus Airport,Nukus,Uzbekistan,NCU,UTNN,42.48839951,59.62329865,246,5,U,Asia/Samarkand,airport,OurAirports
4137,Urgench Airport,Urgench,Uzbekistan,UGC,UTNU,41.58430099,60.64170074,320,5,U,Asia/Samarkand,airport,OurAirports
4138,Karshi Khanabad Airport,Khanabad,Uzbekistan,KSQ,UTSL,38.83359909,65.92150116,1365,5,U,Asia/Samarkand,airport,OurAirports
4139,Termez Airport,Termez,Uzbekistan,TMJ,UTST,37.2867012,67.30999756,1027,5,U,Asia/Samarkand,airport,OurAirports
4140,Staroselye Airport,Rybinsk,Russia,RYB,UUBK,58.10419846,38.9294014,423,3,N,Europe/Moscow,airport,OurAirports
4141,Belgorod International Airport,Belgorod,Russia,EGO,UUOB,50.64379883,36.59009933,735,3,N,Europe/Moscow,airport,OurAirports
4142,Kursk East Airport,Kursk,Russia,URS,UUOK,51.75059891,36.29560089,686,3,N,Europe/Moscow,airport,OurAirports
4143,Lipetsk Airport,Lipetsk,Russia,LPK,UUOL,52.70280075,39.53779984,584,3,N,Europe/Moscow,airport,OurAirports
4144,Vorkuta Airport,Vorkuta,Russia,VKT,UUYW,67.48860168,63.99309921,604,3,N,Europe/Moscow,airport,OurAirports
4145,Bugulma Airport,Bugulma,Russia,UUA,UWKB,54.63999939,52.80170059,991,3,N,Europe/Moscow,airport,OurAirports
4146,Yoshkar-Ola Airport,Yoshkar-Ola,Russia,JOK,UWKJ,56.70059967,47.90470123,348,3,N,Europe/Moscow,airport,OurAirports
4147,Cheboksary Airport,Cheboksary,Russia,CSY,UWKS,56.09030151,47.34730148,558,3,N,Europe/Moscow,airport,OurAirports
4148,Ulyanovsk East Airport,Ulyanovsk,Russia,ULY,UWLW,54.40100098,48.80270004,252,4,N,Europe/Samara,airport,OurAirports
4149,Orsk Airport,Orsk,Russia,OSW,UWOR,51.07249832,58.59560013,909,5,N,Asia/Yekaterinburg,airport,OurAirports
4150,Penza Airport,Penza,Russia,PEZ,UWPP,53.11059952,45.02109909,614,3,N,Europe/Moscow,airport,OurAirports
4151,Saransk Airport,Saransk,Russia,SKX,UWPS,54.1251297,45.21225739,676,3,N,Europe/Moscow,airport,OurAirports
4152,Balakovo Airport,Balakovo,Russia,BWO,UWSB,51.85829926,47.74560165,95,3,N,Europe/Moscow,airport,OurAirports
4153,Hubli Airport,Hubli,India,HBX,VAHB,15.36170006,75.0848999,2171,5.5,N,Asia/Calcutta,airport,OurAirports
4154,Koggala Airport,Koggala,Sri Lanka,KCT,VCCK,5.99368,80.32029724,10,5.5,U,Asia/Colombo,airport,OurAirports
4155,Weerawila Airport,Wirawila,Sri Lanka,WRZ,VCCW,6.254489899,81.23519897,50,5.5,U,Asia/Colombo,airport,OurAirports
4156,Battambang Airport,Battambang,Cambodia,BBM,VDBG,13.09560013,103.223999,59,7,U,Asia/Phnom_Penh,airport,OurAirports
4157,Shillong Airport,Shillong,India,SHL,VEBI,25.70359993,91.97869873,2910,5.5,N,Asia/Calcutta,airport,OurAirports
4158,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,VEGT,26.10610008,91.58589935,162,5.5,N,Asia/Calcutta,airport,OurAirports
4159,Dimapur Airport,Dimapur,India,DMU,VEMR,25.88389969,93.77110291,487,5.5,N,Asia/Calcutta,airport,OurAirports
4160,Tezpur Airport,Tezpur,India,TEZ,VETZ,26.70910072,92.78469849,240,5.5,N,Asia/Calcutta,airport,OurAirports
4161,Barisal Airport,Barisal,Bangladesh,BZL,VGBR,22.8010006,90.30120087,23,6,U,Asia/Dhaka,airport,OurAirports
4162,Ban Huoeisay Airport,Huay Xai,Laos,HOE,VLHS,20.25729942,100.4369965,1380,7,N,Asia/Vientiane,airport,OurAirports
4163,Bharatpur Airport,Bharatpur,Nepal,BHR,VNBP,27.678101,84.429398,600,5.75,N,Asia/Katmandu,airport,OurAirports
4164,Bhadrapur Airport,Chandragarhi,Nepal,BDP,VNCG,26.57080078,88.07959747,300,5.75,N,Asia/Katmandu,airport,OurAirports
4165,Meghauli Airport,Meghauli,Nepal,MEY,VNMG,27.5774,84.22875,600,5.75,N,Asia/Katmandu,airport,OurAirports
4166,Nepalgunj Airport,Nepalgunj,Nepal,KEP,VNNG,28.10359955,81.66699982,540,5.75,N,Asia/Katmandu,airport,OurAirports
4167,Gan International Airport,Gan Island,Maldives,GAN,VRMG,-0.693342,73.155602,6,5,U,Indian/Maldives,airport,OurAirports
4168,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,HAQ,VRMH,6.744229794,73.17050171,4,5,U,Indian/Maldives,airport,OurAirports
4169,Kadhdhoo Airport,Laamu Atoll,Maldives,KDO,VRMK,1.85916996,73.52189636,4,5,U,Indian/Maldives,airport,OurAirports
4170,Mae Sot Airport,Tak,Thailand,MAQ,VTPM,16.69989967,98.54509735,690,7,U,Asia/Bangkok,airport,OurAirports
4171,Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV,VVBM,12.66829968,108.1200027,1729,7,U,Asia/Saigon,airport,OurAirports
4172,Cat Bi International Airport,Haiphong,Vietnam,HPH,VVCI,20.81940079,106.7249985,6,7,U,Asia/Saigon,airport,OurAirports
4173,Cam Ranh Airport,Nha Trang,Vietnam,CXR,VVCR,11.99820042,109.2190018,40,7,U,Asia/Saigon,airport,OurAirports
4174,Co Ong Airport,Conson,Vietnam,VCS,VVCS,8.73183,106.633003,20,7,U,Asia/Saigon,airport,OurAirports
4175,Can Tho International Airport,Can Tho,Vietnam,VCA,VVCT,10.08510017,105.711998,9,7,U,Asia/Saigon,airport,OurAirports
4176,Dien Bien Phu Airport,Dienbienphu,Vietnam,DIN,VVDB,21.39749908,103.0080032,1611,7,U,Asia/Saigon,airport,OurAirports
4177,Phu Cat Airport,Phucat,Vietnam,UIH,VVPC,13.955,109.042,80,7,U,Asia/Saigon,airport,OurAirports
4178,Pleiku Airport,Pleiku,Vietnam,PXU,VVPK,14.00450039,108.0169983,2434,7,U,Asia/Saigon,airport,OurAirports
4179,Vinh Airport,Vinh,Vietnam,VII,VVVH,18.73760033,105.6709976,23,7,U,Asia/Saigon,airport,OurAirports
4180,Banmaw Airport,Banmaw,Burma,BMO,VYBM,24.2689991,97.24620056,370,6.5,U,Asia/Rangoon,airport,OurAirports
4181,Dawei Airport,Dawei,Burma,TVY,VYDW,14.10389996,98.20359802,84,6.5,U,Asia/Rangoon,airport,OurAirports
4182,Kawthoung Airport,Kawthoung,Burma,KAW,VYKT,10.04930019,98.53800201,180,6.5,U,Asia/Rangoon,airport,OurAirports
4183,Loikaw Airport,Loikaw,Burma,LIW,VYLK,19.69149971,97.21479797,2940,6.5,U,Asia/Rangoon,airport,OurAirports
4184,Mawlamyine Airport,Mawlamyine,Burma,MNU,VYMM,16.44470024,97.66069794,52,6.5,U,Asia/Rangoon,airport,OurAirports
4185,Pathein Airport,Pathein,Burma,BSX,VYPN,16.815201,94.7799,20,6.5,U,Asia/Rangoon,airport,OurAirports
4186,Pakhokku Airport,Pakhokku,Burma,PKK,VYPU,21.4043,95.11125,151,6.5,U,Asia/Rangoon,airport,OurAirports
4187,Sumbawa Besar Airport,Sumbawa Island,Indonesia,SWQ,WADS,-8.489040375,117.4120026,16,8,N,Asia/Makassar,airport,OurAirports
4188,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC,WADT,-9.40972,119.244003,161,8,N,Asia/Makassar,airport,OurAirports
4189,Bokondini Airport,Bokondini-Papua Island,Indonesia,BUI,WAJB,-3.6822,138.6755,4550,9,N,Asia/Jayapura,airport,OurAirports
4190,Senggeh Airport,Senggeh-Papua Island,Indonesia,SEH,WAJS,-3.45,140.779,914,9,N,Asia/Jayapura,airport,OurAirports
4191,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia,TJS,WALG,2.835833333,117.3736111,10,8,N,Asia/Makassar,airport,OurAirports
4192,Datadawai Airport,Datadawai-Borneo Island,Indonesia,DTD,WALJ,0.8106,114.5306,508,8,N,Asia/Makassar,airport,OurAirports
4193,Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ,WALK,2.1555,117.431999,59,8,N,Asia/Makassar,airport,OurAirports
4194,Warukin Airport,Tanjung-Borneo Island,Indonesia,TJG,WAON,-2.216559887,115.435997,197,8,N,Asia/Makassar,airport,OurAirports
4195,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,SMQ,WAOS,-2.499190092,112.9749985,50,7,N,Asia/Jakarta,airport,OurAirports
4196,Dumatumbun Airport,Langgur-Kei Islands,Indonesia,LUV,WAPL,-5.66162014,132.7310028,10,9,N,Asia/Jayapura,airport,OurAirports
4197,Mali Airport,Alor Island,Indonesia,ARD,WATM,-8.132340431,124.5970001,10,8,N,Asia/Makassar,airport,OurAirports
4198,Belaga Airport,Belaga,Malaysia,BLG,WBGC,2.650000095,113.7669983,200,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4199,Long Lellang Airport,Long Datih,Malaysia,LGL,WBGF,3.421000004,115.1539993,1400,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4200,Long Seridan Airport,Long Seridan,Malaysia,ODN,WBGI,3.967000008,115.0500031,607,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4201,Mukah Airport,Mukah,Malaysia,MKM,WBGK,2.90639,112.080002,13,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4202,Bakalalan Airport,Bakalalan,Malaysia,BKM,WBGQ,3.973999977,115.6179962,2900,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4203,Lawas Airport,Lawas,Malaysia,LWY,WBGW,4.84917,115.407997,5,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4204,Bario Airport,Bario,Malaysia,BBN,WBGZ,3.733890057,115.4789963,3350,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4205,Tomanggong Airport,Tomanggong,Malaysia,TMG,WBKM,5.40257,118.65763,26,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4206,Kudat Airport,Kudat,Malaysia,KUD,WBKT,6.922500134,116.8359985,10,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4207,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,TKG,WIAT,-5.240556,105.175556,282,7,N,Asia/Jakarta,airport,OurAirports
4208,Halim Perdanakusuma International Airport,Jakarta,Indonesia,HLP,WIHH,-6.266610146,106.8909988,84,7,N,Asia/Jakarta,airport,OurAirports
4209,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,NTX,WION,3.90871,108.388,7,7,N,Asia/Jakarta,airport,OurAirports
4210,Pangsuma Airport,Putussibau-Borneo Island,Indonesia,PSU,WIOP,0.835578024,112.9369965,297,7,N,Asia/Jakarta,airport,OurAirports
4211,Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG,WIOS,0.063619003,111.4729996,98,7,N,Asia/Jakarta,airport,OurAirports
4212,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,PDO,WIPQ,-3.286070108,103.8799973,184,7,N,Asia/Jakarta,airport,OurAirports
4213,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Indonesia,LSW,WITM,5.226679802,96.95030212,90,7,N,Asia/Jakarta,airport,OurAirports
4214,Pulau Pangkor Airport,Pangkor Island,Malaysia,PKG,WMPA,4.244719982,100.5530014,19,8,N,Asia/Kuala_Lumpur,airport,OurAirports
4215,Long Bawan Airport,Long Bawan-Borneo Island,Indonesia,LBW,WRLB,3.9028,115.6921,3165,8,N,Asia/Makassar,airport,OurAirports
4216,Nunukan Airport,Nunukan-Nunukan Island,Indonesia,NNX,WRLF,4.133333333,117.6666667,30,8,N,Asia/Makassar,airport,OurAirports
4217,Long Apung Airport,Long Apung-Borneo Island,Indonesia,LPU,WRLP,1.704486,114.970297,627,8,N,Asia/Makassar,airport,OurAirports
4218,Albany Airport,Albany,Australia,ALH,YABA,-34.94329834,117.8089981,233,8,O,Australia/Perth,airport,OurAirports
4219,Argyle Airport,Argyle,Australia,GYL,YARG,-16.6369,128.451004,522,8,O,Australia/Perth,airport,OurAirports
4220,Aurukun Airport,Aurukun,Australia,AUU,YAUR,-13.354067,141.72065,31,10,O,Australia/Brisbane,airport,OurAirports
4221,Barcaldine Airport,Barcaldine,Australia,BCI,YBAR,-23.56529999,145.3070068,878,10,O,Australia/Brisbane,airport,OurAirports
4222,Badu Island Airport,Badu Island,Australia,BDD,YBAU,-10.14999962,142.1734,14,10,O,Australia/Brisbane,airport,OurAirports
4223,Birdsville Airport,Birdsville,Australia,BVI,YBDV,-25.89749908,139.3480072,159,10,O,Australia/Brisbane,airport,OurAirports
4224,Broken Hill Airport,Broken Hill,Australia,BHQ,YBHI,-32.00139999,141.4720001,958,9.5,O,Australia/Adelaide,airport,OurAirports
4225,Hamilton Island Airport,Hamilton Island,Australia,HTI,YBHM,-20.35810089,148.9519959,15,10,O,Australia/Brisbane,airport,OurAirports
4226,Bedourie Airport,Bedourie,Australia,BEU,YBIE,-24.34609985,139.4600067,300,10,O,Australia/Brisbane,airport,OurAirports
4227,Bourke Airport,Bourke,Australia,BRK,YBKE,-30.03919983,145.9519958,352,10,O,Australia/Sydney,airport,OurAirports
4228,Burketown Airport,Burketown,Australia,BUC,YBKT,-17.74860001,139.5339966,21,10,O,Australia/Brisbane,airport,OurAirports
4229,Boigu Airport,Boigu,Australia,GIC,YBOI,-9.232780457,142.2180023,23,10,O,Australia/Brisbane,airport,OurAirports
4230,Oakey Airport,Oakey,Australia,OKY,YBOK,-27.41139984,151.7350006,1335,10,O,Australia/Brisbane,airport,OurAirports
4231,Boulia Airport,Boulia,Australia,BQL,YBOU,-22.91329956,139.8999939,542,10,O,Australia/Brisbane,airport,OurAirports
4232,Bathurst Airport,Bathurst,Australia,BHS,YBTH,-33.40940094,149.6519928,2435,10,O,Australia/Sydney,airport,OurAirports
4233,Blackwater Airport,Blackwater,Australia,BLT,YBTR,-23.60309982,148.8070068,657,10,O,Australia/Brisbane,airport,OurAirports
4234,Carnarvon Airport,Carnarvon,Australia,CVQ,YCAR,-24.880211,113.67174,13,8,O,Australia/Perth,airport,OurAirports
4235,Cobar Airport,Cobar,Australia,CAZ,YCBA,-31.53829956,145.7940063,724,10,O,Australia/Sydney,airport,OurAirports
4236,Coober Pedy Airport,Coober Pedy,Australia,CPD,YCBP,-29.04000092,134.720993,740,9.5,O,Australia/Adelaide,airport,OurAirports
4237,Coconut Island Airport,Coconut Island,Australia,CNC,YCCT,-10.05000019,143.0700073,3,10,O,Australia/Brisbane,airport,OurAirports
4238,Cloncurry Airport,Cloncurry,Australia,CNJ,YCCY,-20.66860008,140.5039978,616,10,O,Australia/Brisbane,airport,OurAirports
4239,Ceduna Airport,Ceduna,Australia,CED,YCDU,-32.13059998,133.7100067,77,9.5,O,Australia/Adelaide,airport,OurAirports
4240,Cooktown Airport,Cooktown,Australia,CTN,YCKN,-15.44470024,145.1840057,26,10,O,Australia/Brisbane,airport,OurAirports
4241,Cunnamulla Airport,Cunnamulla,Australia,CMA,YCMU,-28.03000069,145.621994,630,10,O,Australia/Brisbane,airport,OurAirports
4242,Coonamble Airport,Coonamble,Australia,CNB,YCNM,-30.98329926,148.3760071,604,10,O,Australia/Sydney,airport,OurAirports
